brand,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
Maruti,100000,Individual,Petrol,Automatic,23.1,998,5,450000
Maruti,4000,Individual,Petrol,Automatic,21.21,1197,5,731000
Maruti,60000,Individual,Petrol,Manual,20.51,998,5,380000
Tata,60000,Individual,Diesel,Manual,21.5,1497,5,900000
Honda,34000,Dealer,Petrol,Manual,18.0,1198,5,500000
Datsun,42000,Individual,Petrol,Manual,20.63,1198,5,330000
Tata,60000,Individual,Diesel,Manual,17.6,2179,7,1400000
Hyundai,80000,Individual,Diesel,Manual,22.32,1582,5,540000
Mahindra,120000,Individual,Diesel,Manual,13.6,2523,7,375000
Toyota,50000,Dealer,Petrol,Automatic,10.26,2694,7,2600000
Ford,35200,Dealer,Petrol,Automatic,14.7,1496,5,725000
Maruti,25000,Individual,Petrol,Manual,20.51,998,5,380000
Toyota,64000,Dealer,Diesel,Automatic,12.9,2755,7,2625000
Mahindra,50000,Dealer,Diesel,Manual,15.1,2179,7,621000
Maruti,15000,Individual,Petrol,Manual,21.21,1197,5,600000
Mahindra,30000,Individual,Petrol,Manual,17.0,1197,5,1130000
Maruti,35000,Individual,Petrol,Manual,21.21,1197,5,670000
Ford,62876,Dealer,Diesel,Automatic,10.91,3198,7,2875000
Honda,70000,Individual,Diesel,Manual,25.8,1498,5,350000
Maruti,84003,Individual,Diesel,Manual,26.59,1248,5,530000
Mahindra,55000,Dealer,Diesel,Manual,16.55,2498,6,850000
Maruti,31000,Dealer,Petrol,Manual,20.92,998,5,230000
Ford,80000,Dealer,Diesel,Manual,22.7,1498,5,475000
Tata,6000,Individual,Petrol,Manual,17.0,1198,5,750000
Land Rover,12000,Dealer,Diesel,Automatic,12.63,2179,5,4000000
Skoda,65000,Dealer,Diesel,Manual,17.2,1968,5,499000
Honda,30000,Dealer,Petrol,Manual,18.7,1199,5,525000
Hyundai,10000,Individual,Petrol,Manual,18.6,1197,5,535000
Maruti,62150,Dealer,Petrol,Manual,23.26,1197,5,485000
Mahindra,47300,Dealer,Diesel,Manual,15.1,2179,7,745000
Ford,63000,Dealer,Diesel,Manual,25.83,1498,5,475000
Hyundai,80000,Individual,Diesel,Manual,24.0,1120,5,300000
Volvo,20400,Dealer,Diesel,Automatic,18.0,1969,5,3650000
Maruti,71000,Dealer,Petrol,Manual,24.7,796,5,299000
Maruti,52000,Dealer,Diesel,Manual,24.52,1248,7,695000
Hyundai,70000,Individual,Petrol,Manual,18.5,1197,5,400000
Hyundai,20000,Individual,Petrol,Manual,20.7,1197,5,650000
Hyundai,70000,Individual,Diesel,Manual,24.0,1120,5,455000
Maruti,100000,Individual,Petrol,Manual,18.9,1061,5,150000
Honda,50000,Individual,Petrol,Manual,17.8,1198,5,550000
Hyundai,67000,Dealer,Diesel,Manual,22.54,1396,5,500000
Hyundai,70000,Dealer,Diesel,Manual,22.32,1582,5,365000
Honda,21100,Dealer,Petrol,Automatic,18.1,1199,5,775000
Hyundai,50000,Individual,Petrol,Manual,18.9,1197,5,310000
Hyundai,70000,Individual,Petrol,Manual,19.81,1086,5,190000
Toyota,37000,Dealer,Diesel,Automatic,11.36,2755,7,1575000
Honda,25000,Individual,Petrol,Manual,17.5,1199,5,906000
Ford,35000,Individual,Diesel,Manual,23.0,1498,5,785000
Maruti,11266,Dealer,Petrol,Manual,20.92,998,5,235000
Maruti,12005,Dealer,Petrol,Automatic,17.99,1462,6,1200000
Mahindra,80000,Individual,Diesel,Manual,15.96,2523,7,470000
Honda,119000,Individual,Petrol,Manual,17.0,1497,5,400000
Kia,3500,Dealer,Petrol,Automatic,16.8,1497,5,1490000
Maruti,11000,Dealer,Petrol,Manual,21.4,1197,5,535000
Skoda,47612,Dealer,Diesel,Manual,21.13,1498,5,590000
Renault,41000,Individual,Petrol,Manual,25.17,799,5,235000
Hyundai,21000,Dealer,Petrol,Manual,15.8,1591,5,1250000
Maruti,120000,Individual,Petrol,Manual,20.51,998,5,300000
BMW,22450,Dealer,Diesel,Automatic,20.68,1995,5,3011000
Maruti,10000,Individual,Petrol,Manual,21.21,1197,5,615000
Renault,50000,Individual,Petrol,Manual,25.17,799,5,250000
Mahindra,42000,Dealer,Diesel,Manual,16.0,2179,7,925000
Maruti,14000,Dealer,Diesel,Manual,19.3,1248,5,725000
Renault,10000,Individual,Petrol,Manual,23.01,999,5,350000
Maruti,70000,Individual,Petrol,Manual,20.51,998,5,360000
Honda,70000,Individual,Diesel,Manual,25.1,1498,5,700000
Mahindra,50000,Individual,Diesel,Automatic,15.1,2179,7,1300000
Volkswagen,64471,Dealer,Petrol,Manual,15.26,1598,5,285000
Maruti,20000,Individual,Petrol,Automatic,20.89,1197,5,550000
Honda,33869,Dealer,Petrol,Manual,17.8,1198,5,527000
Mahindra,63497,Individual,Diesel,Manual,15.96,2523,7,396000
Maruti,70000,Individual,Petrol,Manual,19.1,1197,5,384000
Hyundai,67000,Individual,Petrol,Manual,20.36,1197,5,210000
Maruti,50000,Individual,Diesel,Manual,25.2,1248,5,500000
Datsun,20000,Individual,Petrol,Manual,22.7,799,5,210000
Hyundai,57000,Dealer,Petrol,Manual,17.01,1591,5,425000
Mahindra,30000,Individual,Diesel,Manual,13.6,2523,7,425000
Maruti,80000,Individual,Diesel,Automatic,28.4,1248,5,495000
Maruti,50000,Individual,Petrol,Manual,24.7,796,5,220000
Mahindra,60000,Individual,Diesel,Manual,15.96,2523,7,750000
Maruti,60000,Dealer,Petrol,Automatic,19.12,1373,5,715000
Audi,21000,Dealer,Diesel,Automatic,17.68,1968,5,1800000
Maruti,5000,Individual,Petrol,Manual,22.05,796,5,350000
Renault,25000,Individual,Petrol,Manual,25.17,799,5,300000
Maruti,100000,Individual,Petrol,Manual,20.92,998,5,168000
Mercedes-Benz,86500,Dealer,Diesel,Automatic,14.21,2143,5,1400000
Maruti,120000,Individual,Diesel,Manual,19.3,1248,5,350000
Hyundai,76300,Individual,Diesel,Manual,22.32,1582,5,480000
Renault,10000,Individual,Petrol,Automatic,24.04,999,5,400000
Hyundai,36000,Dealer,Petrol,Manual,18.9,1197,5,495000
Mahindra,26000,Individual,Petrol,Manual,18.15,1198,6,420000
Maruti,100000,Individual,Diesel,Manual,23.4,1248,5,531000
Ford,4000,Individual,Petrol,Manual,17.0,1497,5,800000
Maruti,86000,Individual,Diesel,Manual,26.59,1248,5,550000
Volkswagen,81000,Dealer,Diesel,Manual,20.54,1598,5,465000
Maruti,41321,Dealer,Petrol,Manual,19.7,796,5,185000
Mahindra,46000,Individual,Diesel,Manual,13.6,2523,7,340000
Honda,75000,Dealer,Petrol,Manual,16.9,1497,5,340000
Maruti,113000,Dealer,Petrol,Manual,21.79,998,5,135000
Hyundai,15000,Dealer,Diesel,Automatic,19.08,1582,5,1225000
Honda,16942,Dealer,Petrol,Manual,18.0,1198,5,439000
Honda,29484,Dealer,Petrol,Manual,18.7,1199,5,465000
Maruti,84405,Individual,Diesel,Manual,26.59,1248,5,530000
Maruti,30000,Individual,Petrol,Manual,21.21,1197,5,650000
Maruti,14838,Individual,Petrol,Manual,22.0,1197,5,525000
Maruti,63000,Dealer,Petrol,Manual,21.79,998,5,120000
Toyota,120000,Individual,Diesel,Manual,12.99,2494,7,860000
Maruti,50000,Individual,Diesel,Manual,24.3,1248,5,810000
Maruti,74600,Individual,Diesel,Manual,19.3,1248,5,410000
Tata,80000,Individual,Diesel,Manual,13.93,2179,7,175000
Maruti,66000,Dealer,Petrol,Manual,20.85,1197,5,400000
Honda,31543,Dealer,Petrol,Manual,16.8,1497,5,875000
Toyota,80000,Individual,Diesel,Manual,13.68,2393,8,1350000
Maruti,60000,Individual,Diesel,Manual,25.2,1248,5,450000
Honda,50000,Individual,Diesel,Manual,25.1,1498,5,700000
Audi,28000,Dealer,Diesel,Automatic,12.07,2967,7,2650000
Maruti,60000,Individual,Petrol,Manual,17.5,1197,5,350000
Maruti,18000,Individual,Petrol,Manual,21.63,998,5,460000
Maruti,35000,Individual,Petrol,Manual,20.92,998,5,220000
Hyundai,48000,Dealer,Diesel,Manual,19.67,1582,5,990000
Mahindra,50000,Individual,Diesel,Manual,15.4,1997,7,950000
Mahindra,120000,Individual,Diesel,Manual,15.96,2523,7,460000
Mahindra,50000,Individual,Diesel,Manual,16.55,2498,6,900000
Volkswagen,53837,Dealer,Petrol,Automatic,16.93,1197,5,575000
Toyota,48000,Dealer,Diesel,Automatic,12.55,2982,7,1930000
Maruti,32000,Individual,Petrol,Manual,18.6,1197,5,475000
Renault,1784,Dealer,Petrol,Manual,20.0,999,7,660000
BMW,98955,Dealer,Diesel,Automatic,13.2,1995,5,575000
Toyota,52000,Dealer,Diesel,Manual,12.99,2494,7,625000
Hyundai,39000,Dealer,Petrol,Automatic,13.0,1591,5,1250000
Mahindra,78000,Dealer,Diesel,Manual,25.32,1198,6,425000
Datsun,58000,Individual,Petrol,Manual,19.44,1198,7,460000
Audi,34500,Individual,Diesel,Automatic,18.25,1968,5,3000000
Volkswagen,60000,Individual,Petrol,Manual,16.47,1198,5,200000
Maruti,76000,Dealer,Petrol,Manual,20.92,998,5,211000
Maruti,51000,Individual,Diesel,Manual,20.77,1248,7,600000
BMW,23746,Dealer,Diesel,Automatic,22.69,1995,5,1600000
Maruti,55780,Dealer,Petrol,Manual,20.92,998,5,220000
Mahindra,100000,Individual,Diesel,Manual,15.4,1997,7,880000
Hyundai,73000,Dealer,Petrol,Manual,19.81,1086,5,240000
Mahindra,20000,Individual,Diesel,Manual,15.4,2523,7,800000
Tata,42000,Dealer,Diesel,Manual,27.28,1047,5,435000
Maruti,52235,Dealer,Petrol,Manual,19.7,796,5,110000
Renault,56000,Dealer,Diesel,Manual,20.45,1461,5,450000
Maruti,37000,Dealer,Petrol,Manual,20.92,998,5,250000
Maruti,70000,Individual,Diesel,Manual,23.4,1248,5,385000
Maruti,70000,Dealer,Diesel,Manual,26.32,1498,5,650000
Jaguar,30150,Dealer,Diesel,Automatic,16.36,2179,5,2011000
Ford,39884,Dealer,Diesel,Manual,23.0,1498,5,880000
Datsun,40000,Dealer,Petrol,Manual,22.5,999,5,295000
Mahindra,27000,Individual,Diesel,Manual,16.55,2498,6,800000
Hyundai,67000,Dealer,Petrol,Manual,19.81,1086,5,150000
Honda,25000,Individual,Petrol,Automatic,18.1,1199,5,550000
Toyota,50000,Individual,Diesel,Manual,13.0,2982,7,2000000
Honda,75000,Dealer,Diesel,Manual,25.8,1498,5,325000
Mahindra,80000,Individual,Diesel,Manual,12.05,2179,8,555000
Ford,58000,Dealer,Diesel,Manual,23.0,1498,5,570000
Renault,22000,Individual,Petrol,Manual,23.01,999,5,306000
Maruti,62000,Dealer,Petrol,Automatic,23.1,998,5,415000
Toyota,28000,Dealer,Diesel,Automatic,12.9,2755,7,3200000
Maruti,41000,Dealer,Petrol,Manual,18.6,1197,5,300000
Maruti,65000,Dealer,Diesel,Manual,20.77,1248,7,430000
Maruti,10000,Individual,Petrol,Manual,23.95,998,5,315000
Honda,55000,Dealer,Diesel,Manual,26.0,1498,5,549000
Maruti,47000,Dealer,Petrol,Manual,22.0,1197,5,475000
Maruti,20500,Dealer,Petrol,Automatic,19.12,1373,5,795000
Hyundai,30000,Individual,Diesel,Manual,22.54,1396,5,820000
Mahindra,32208,Dealer,Diesel,Manual,14.0,2523,8,625000
Datsun,68000,Individual,Petrol,Manual,19.83,1198,5,370000
Maruti,90000,Individual,Diesel,Manual,25.2,1248,5,350000
Lexus,34000,Dealer,Petrol,Automatic,22.37,2487,5,4100000
Hyundai,34000,Dealer,Petrol,Automatic,18.15,998,5,1050000
Tata,17500,Individual,Diesel,Manual,27.28,1047,5,400000
Jeep,40000,Dealer,Petrol,Automatic,9.5,3604,5,4875000
Maruti,90000,Individual,Diesel,Manual,23.4,1248,5,400000
Maruti,40000,Individual,Petrol,Manual,19.1,1197,5,550000
Hyundai,10000,Individual,Petrol,Manual,18.9,1197,5,510000
Maruti,10000,Individual,Petrol,Automatic,21.4,1197,5,800000
Maruti,30000,Individual,Petrol,Manual,21.21,1197,5,592000
Honda,4717,Dealer,Petrol,Automatic,19.0,1199,5,785000
Maruti,30000,Individual,Petrol,Manual,20.73,1373,5,625000
Maruti,90000,Individual,Diesel,Manual,28.4,1248,5,620000
Honda,100000,Individual,Diesel,Manual,26.0,1498,5,570000
Toyota,46000,Dealer,Diesel,Automatic,11.36,2755,7,1811000
Toyota,32000,Individual,Petrol,Automatic,19.16,2487,5,2300000
Hyundai,71000,Individual,Diesel,Manual,19.67,1582,5,1100000
Ford,61000,Dealer,Petrol,Manual,15.8,1499,5,525000
Honda,58000,Dealer,Petrol,Manual,16.7,1198,5,320000
Honda,23000,Dealer,Diesel,Manual,27.3,1498,5,525000
Maruti,20000,Individual,Petrol,Manual,23.95,998,5,275000
Hyundai,56000,Dealer,Diesel,Automatic,19.5,1582,5,590000
Maruti,33000,Dealer,Diesel,Manual,27.39,1248,5,510000
Mahindra,100000,Dealer,Diesel,Manual,15.1,2179,7,585000
Maruti,60000,Individual,Diesel,Manual,23.4,1248,5,400000
Honda,70333,Dealer,Petrol,Manual,17.8,1497,5,700000
Hyundai,90000,Individual,Petrol,Manual,18.6,1197,5,500000
Toyota,25000,Individual,Diesel,Manual,12.99,2494,8,1050000
Maruti,120000,Individual,Diesel,Manual,26.59,1248,5,568000
Toyota,5000,Individual,Petrol,Automatic,17.8,1496,5,1000000
Mahindra,39000,Dealer,Diesel,Manual,16.36,2179,7,1275000
Hyundai,25000,Individual,Petrol,Manual,18.6,1197,5,475000
Skoda,92000,Individual,Petrol,Manual,13.14,1798,5,350000
Volkswagen,51000,Dealer,Diesel,Manual,20.14,1498,5,395000
BMW,54000,Dealer,Diesel,Automatic,19.62,1995,5,825000
Tata,35000,Individual,Diesel,Manual,27.28,1047,5,450000
Maruti,24000,Dealer,Petrol,Manual,21.63,998,5,495000
Renault,70000,Individual,Diesel,Manual,19.01,1461,5,500000
Maruti,36000,Dealer,Diesel,Manual,24.3,1248,5,710000
Tata,110000,Individual,Petrol,Manual,23.84,1199,5,400000
Tata,1000,Individual,Petrol,Manual,23.84,1199,5,470000
Maruti,24525,Dealer,Diesel,Manual,24.3,1248,5,795000
Honda,32440,Individual,Petrol,Manual,17.4,1497,5,785000
Hyundai,70000,Individual,Petrol,Manual,19.81,1086,5,250000
Datsun,30000,Individual,Petrol,Manual,22.5,999,5,270000
Volkswagen,23268,Individual,Diesel,Manual,22.27,1498,5,914000
Toyota,25000,Dealer,Diesel,Automatic,11.36,2755,7,2225000
Maruti,50000,Individual,Petrol,Manual,21.21,1197,5,540000
Mahindra,40000,Individual,Diesel,Manual,16.55,2498,6,620000
Audi,56000,Dealer,Diesel,Automatic,16.55,1968,5,1550000
Honda,60000,Dealer,Petrol,Manual,17.0,1497,5,350000
Maruti,10000,Individual,Petrol,Manual,23.95,998,5,300000
Honda,110000,Individual,Diesel,Manual,25.1,1498,5,550000
Mahindra,30000,Individual,Diesel,Manual,16.36,2179,7,1270000
Maruti,20000,Individual,Petrol,Manual,19.34,1462,7,740000
Mercedes-Benz,89000,Dealer,Diesel,Automatic,11.3,2987,7,3450000
Tata,15000,Individual,Petrol,Manual,23.84,1199,5,450000
Hyundai,15000,Individual,Petrol,Automatic,15.74,1591,5,750000
Maruti,90000,Individual,Diesel,Manual,25.2,1248,5,520000
Hyundai,100000,Individual,Petrol,Manual,19.81,1086,5,215000
Hyundai,10000,Individual,Petrol,Manual,16.2,1599,5,370000
Honda,16000,Dealer,Petrol,Manual,17.4,1497,5,1075000
Mahindra,50000,Individual,Diesel,Manual,15.96,2523,7,550000
Ford,64000,Dealer,Diesel,Manual,24.4,1499,5,550000
Tata,25000,Individual,Diesel,Manual,24.7,1047,5,600000
Maruti,37006,Dealer,Diesel,Manual,26.21,1248,5,525000
Maruti,50000,Individual,Petrol,Manual,20.51,998,5,350000
Maruti,94000,Dealer,Diesel,Manual,19.3,1248,5,255000
Mahindra,93469,Dealer,Diesel,Manual,15.4,2179,7,890000
Mahindra,20000,Individual,Diesel,Manual,16.0,2179,7,1500000
Mercedes-Benz,20000,Individual,Diesel,Automatic,15.0,2143,5,3000000
Mahindra,35000,Individual,Diesel,Manual,15.96,2523,7,500000
Maruti,38546,Dealer,Petrol,Manual,20.51,998,5,330000
Skoda,18000,Individual,Petrol,Automatic,14.84,1598,5,850000
Ford,34500,Dealer,Petrol,Manual,15.6,1196,5,335000
Maruti,43000,Dealer,Petrol,Automatic,21.21,1197,5,610000
Maruti,20000,Individual,Petrol,Automatic,21.4,1197,5,834000
Ford,100000,Individual,Diesel,Manual,20.0,1399,5,170000
Maruti,40000,Individual,Diesel,Manual,24.3,1248,5,900000
Honda,120000,Individual,Diesel,Manual,26.0,1498,5,450000
Maruti,25000,Individual,Petrol,Automatic,18.69,1462,7,900000
Volkswagen,98000,Individual,Petrol,Manual,15.04,1598,5,360000
Honda,66000,Dealer,Petrol,Manual,16.0,1198,5,530000
BMW,30000,Individual,Diesel,Automatic,20.68,1995,5,2700000
Mahindra,60000,Individual,Diesel,Manual,15.96,2523,7,551000
Mercedes-Benz,41315,Dealer,Petrol,Automatic,11.74,1796,5,1050000
Hyundai,60000,Individual,Diesel,Manual,19.67,1582,5,1000000
Maruti,35000,Dealer,Petrol,Manual,21.5,1197,5,390000
Audi,120000,Individual,Diesel,Automatic,12.07,2967,7,2400000
Hyundai,80000,Individual,Petrol,Manual,13.9,1599,5,130000
Maruti,100000,Individual,Diesel,Manual,26.59,1248,5,450000
Mercedes-Benz,35400,Dealer,Diesel,Automatic,14.84,2143,5,1385000
BMW,18000,Dealer,Diesel,Automatic,17.66,2993,4,6900000
Maruti,37000,Dealer,Petrol,Manual,18.6,1197,5,495000
Honda,10000,Individual,Petrol,Manual,17.5,1199,5,800000
Renault,40000,Individual,Petrol,Manual,23.01,999,5,260000
Hyundai,60000,Individual,Petrol,Manual,18.9,1197,5,460000
Hyundai,100000,Individual,Diesel,Manual,21.9,1396,5,450000
Maruti,55000,Dealer,Petrol,Manual,18.9,1061,5,105000
Honda,34000,Dealer,Petrol,Automatic,12.0,2354,5,1775000
Ford,67000,Dealer,Diesel,Manual,22.77,1498,5,525000
Renault,10000,Individual,Petrol,Automatic,24.04,999,5,341000
Hyundai,20699,Dealer,Petrol,Manual,15.29,1591,5,775000
Toyota,75000,Dealer,Diesel,Manual,11.5,2982,7,1099000
Honda,89000,Individual,Diesel,Manual,25.8,1498,5,320000
Skoda,59000,Dealer,Petrol,Automatic,14.3,1598,5,599000
Mahindra,120000,Individual,Diesel,Manual,15.4,2523,9,750000
Maruti,68791,Dealer,Diesel,Manual,25.2,1248,5,510000
Maruti,10300,Individual,Petrol,Manual,24.7,796,5,300000
Maruti,25000,Individual,Diesel,Manual,25.47,1248,7,1100000
Maruti,36000,Dealer,Petrol,Manual,17.5,1197,5,435000
Honda,60000,Individual,Petrol,Manual,16.0,1198,5,320000
Maruti,25000,Individual,Petrol,Manual,23.95,998,5,350000
Mercedes-Benz,48000,Dealer,Diesel,Automatic,16.1,1950,5,3750000
Honda,90000,Dealer,Petrol,Automatic,10.1,2354,5,1490000
Maruti,70000,Individual,Diesel,Manual,23.4,1248,5,550000
Hyundai,90000,Individual,Diesel,Manual,23.9,1582,5,525000
Hyundai,96000,Individual,Diesel,Manual,22.32,1582,5,415000
Maruti,90000,Individual,Petrol,Manual,22.74,796,5,200000
Maruti,41000,Dealer,Petrol,Manual,16.02,1373,7,695000
Hyundai,30000,Individual,Petrol,Manual,19.81,1086,5,160000
Hyundai,29000,Dealer,Petrol,Manual,20.36,1197,5,235000
Maruti,59000,Individual,Petrol,Manual,18.9,998,5,300000
Hyundai,12000,Individual,Petrol,Manual,17.19,1197,5,600000
Honda,100000,Individual,Diesel,Manual,25.8,1498,5,320000
Ford,10000,Individual,Diesel,Manual,20.0,1399,5,250000
Maruti,40000,Dealer,Petrol,Automatic,19.12,1373,5,770000
Mahindra,25000,Individual,Petrol,Manual,17.0,1197,5,1140000
Ford,40000,Individual,Petrol,Manual,15.85,1499,5,700000
Maruti,65000,Individual,Diesel,Manual,23.4,1248,5,480000
Hyundai,45000,Individual,Petrol,Manual,18.6,1197,5,600000
Maruti,80000,Dealer,Diesel,Manual,25.2,1248,5,410000
Honda,60000,Individual,Diesel,Manual,26.0,1498,5,750000
Maruti,38819,Dealer,Petrol,Manual,21.4,1197,5,510000
Honda,5700,Dealer,Petrol,Manual,17.5,1199,5,875000
Maruti,24000,Dealer,Petrol,Manual,21.4,1197,5,565000
Maruti,50000,Individual,Petrol,Manual,20.51,998,5,295000
Tata,35000,Individual,Petrol,Manual,23.84,1199,5,380000
Mahindra,70000,Individual,Diesel,Manual,14.0,2523,7,650000
BMW,78251,Dealer,Diesel,Automatic,14.49,2993,5,1600000
Hyundai,59867,Dealer,Diesel,Manual,22.32,1582,5,450000
Maruti,8400,Individual,Petrol,Manual,21.7,998,5,420000
Maruti,9000,Individual,Petrol,Automatic,23.1,998,5,360000
Maruti,17000,Individual,Petrol,Automatic,23.1,998,5,425000
Tata,94000,Individual,Diesel,Manual,13.93,2179,7,250000
Volkswagen,35000,Individual,Diesel,Manual,22.07,1199,5,290000
Honda,25000,Dealer,Petrol,Manual,18.6,1199,5,640000
Mahindra,90000,Individual,Diesel,Manual,15.1,2179,7,700000
Maruti,40000,Individual,Diesel,Manual,26.59,1248,5,550000
Maruti,78916,Individual,Diesel,Manual,23.4,1248,5,300000
Hyundai,19000,Individual,Petrol,Manual,17.0,1591,5,900000
Maruti,75900,Individual,Petrol,Manual,16.1,1298,5,240000
Hyundai,33230,Dealer,Petrol,Manual,18.6,1197,5,655000
Ford,58000,Individual,Petrol,Manual,18.16,1196,5,290000
Hyundai,17000,Individual,Petrol,Manual,18.9,1197,5,425000
Maruti,114605,Dealer,Petrol,Manual,19.1,1197,5,380000
Kia,19000,Individual,Diesel,Manual,20.8,1493,5,1250000
Maruti,35000,Individual,Diesel,Manual,24.3,1248,5,884000
Mahindra,50000,Individual,Diesel,Manual,16.5,1493,7,800000
Honda,74000,Dealer,Petrol,Manual,16.9,1497,5,580000
Maruti,6000,Dealer,Petrol,Manual,20.52,1197,5,500000
BMW,7000,Dealer,Diesel,Automatic,22.48,1995,5,4750000
Hyundai,40000,Individual,Petrol,Manual,18.9,1197,5,540000
Datsun,70000,Individual,Petrol,Manual,20.62,1198,7,300000
Maruti,10000,Individual,Petrol,Manual,21.21,1197,5,640000
Maruti,34000,Dealer,Diesel,Automatic,24.3,1248,5,875000
Maruti,39000,Individual,Diesel,Manual,24.3,1248,5,750000
Tata,10000,Individual,Petrol,Manual,23.84,1199,5,535000
Honda,66000,Dealer,Petrol,Manual,17.0,1497,5,262000
Maruti,38000,Dealer,Diesel,Manual,28.09,1248,5,591000
Hyundai,110000,Individual,Diesel,Manual,21.9,1396,5,350000
Maruti,25000,Individual,Petrol,Manual,17.5,1373,7,720000
Hyundai,40000,Individual,Diesel,Manual,22.1,1396,5,1050000
Audi,61000,Individual,Diesel,Automatic,15.2,1968,5,1000000
Tata,63000,Individual,Diesel,Manual,27.28,1047,5,380000
Maruti,7980,Dealer,Diesel,Manual,24.3,1248,5,850000
Maruti,30000,Individual,Petrol,Manual,22.74,796,5,225000
Mercedes-Benz,60000,Dealer,Petrol,Manual,12.3,1796,5,890000
Maruti,45000,Dealer,Diesel,Manual,28.4,1248,5,560000
Ford,62000,Dealer,Diesel,Automatic,11.4,2953,7,425000
Tata,6507,Dealer,Petrol,Automatic,17.0,1198,5,875000
Ford,8000,Individual,Petrol,Manual,18.16,1196,5,590000
Honda,51000,Dealer,Petrol,Manual,16.8,1497,5,440000
Maruti,114183,Individual,Petrol,Manual,21.79,998,5,350000
Hyundai,15000,Individual,Petrol,Automatic,20.7,1197,5,650000
Mercedes-Benz,49000,Dealer,Diesel,Automatic,10.0,2148,5,3975000
Honda,75000,Dealer,Petrol,Manual,17.0,1497,5,260000
Hyundai,50000,Individual,Petrol,Manual,18.9,1197,5,405000
Toyota,29250,Dealer,Diesel,Manual,13.68,2393,8,1950000
Mahindra,100000,Individual,Diesel,Automatic,16.0,1997,7,1180000
Mahindra,50000,Individual,Diesel,Manual,15.4,2179,7,970000
Maruti,120000,Individual,Diesel,Manual,19.3,1248,5,165000
Honda,55000,Dealer,Petrol,Manual,17.8,1497,5,650000
Hyundai,43500,Dealer,Petrol,Automatic,14.62,1999,5,1245000
Maruti,70000,Dealer,Diesel,Manual,24.3,1248,5,680000
Maruti,120000,Individual,Diesel,Manual,22.9,1248,5,500000
Hyundai,70000,Individual,Petrol,Manual,20.36,1197,5,200000
Maruti,53000,Dealer,Petrol,Manual,20.51,998,5,275000
Hyundai,5000,Dealer,Diesel,Manual,23.7,1493,5,890000
Hyundai,58000,Dealer,Diesel,Manual,22.32,1582,5,360000
Hyundai,15000,Dealer,Petrol,Manual,18.6,1197,5,620000
Hyundai,55000,Dealer,Petrol,Manual,18.9,1197,5,360000
Datsun,10000,Individual,Petrol,Manual,22.7,799,5,260000
Maruti,46122,Dealer,Petrol,Automatic,22.0,1197,5,650000
Maruti,74962,Dealer,Diesel,Manual,24.3,1248,5,681000
Maruti,40000,Individual,Petrol,Manual,15.37,1196,7,215000
Toyota,39000,Dealer,Diesel,Automatic,12.9,2755,7,3050000
Hyundai,70000,Individual,Petrol,Manual,17.92,1086,5,225000
Maruti,60000,Dealer,Diesel,Manual,20.77,1248,7,400000
Maruti,84000,Individual,Diesel,Manual,24.3,1248,5,525000
Renault,56308,Dealer,Diesel,Manual,20.45,1461,5,440000
Honda,46000,Individual,Diesel,Manual,26.0,1498,5,501000
Maruti,80000,Dealer,Petrol,Manual,21.79,998,5,85000
Mahindra,90000,Individual,Diesel,Manual,15.4,2179,7,900000
